nbm_code,nbm_name
0402.21.0103,"LEITE EM PO DESNATURADO,GORDURA> 1.5%,P/USO INDUSTRIAL"
0402.21.0199,"QQ.OUT.LEITE EM PO,GORDURA>1.5%,N/ADOCICADO"
0402.21.0200,"CREME DE LEITE,EM PO,CONCENTRADO,N/ADOCICADO,GORD> 1.5%"
0402.29.0101,"LEITE EM PO INTEGRAL,GORDURA>=26%,ADOCICADO"
0402.29.0102,"LEITE EM PO DESNATURADO,GORDURA< 26%,ADOCICADO"
0402.29.0103,"LEITE EM PO DESNAT.GORDURA> 1,5%,ADOCICADO,P/USO INDAL."
0402.29.0199,"QQ.OUT.LEITE EM PO,GORDURA> 1.5%,ADOCICADO"
0402.29.0200,"CREME DE LEITE,EM PO,CONCENTRADO,ADOCICADO,GORDURA>1.5%"
0402.91.0000,"LEITE/CREME DE LEITE,N/ADOCICADO,EXC.EM PO/GRANULO/ETC."
0402.99.0100,LEITE PARCIALMENTE DESIDRATADO (CONDENSADO/EVAPORADO)
0402.99.0200,OUTS.CREMES DE LEITE
0403.10.0100,IOGURTE NAO CONCENTRADO NEM ADOCICADO
0403.10.0200,IOGURTE ADICIONADO DE SUBSTANCIA AROMATICA/FRUTAS
0403.10.9900,OUTS.IOGURTES
0403.90.0100,"CREME DE LEITE,FERMENTADO/ACIDIFICADO"
0403.90.9900,LEITELHO/LEITE/COALHADA/ETC.FERMENTADOS/ACIDIFICADOS
0404.10.0100,SORO DE LEITE N/CONCENTR.N/ACUCAR.RECIP.METAL.FECHADO
0404.10.9900,OUTS.SOROS DE LEITE MESMO CONCENTRADOS/ADOCICADOS
0404.90.0100,PRODS.DO LEITE N/CONCENTR.N/ACUCAR.RECIP.METAL.FECHADO
0404.90.9900,OUTS.PRODS.DO LEITE MESMO CONCENTRADOS/ADOCICADOS
0405.00.0100,"MANTEIGA NATURAL,FRESCA OU SALGADA"
0405.00.0200,"OLEO DE MANTEIGA (""BUTTER-OIL"")"
0405.00.9900,OUTS.MATERIAS GORDAS PROVENIENTES DO LEITE
0406.10.0100,REQUEIJAO
0406.10.0200,"QUEIJOS FRESCOS,TIPO MINAS"
0406.10.0300,"QUEIJOS TIPO MUSSARELA,FRESCOS"
0406.10.9900,"QUEIJOS FRESCOS,NAO CURADOS,EXC.TIPO MINAS/REQUEIJAO"
0406.20.0000,"QUEIJOS RALADOS OU EM PO,DE QUALQUER TIPO"
0406.30.0000,"QUEIJOS FUNDIDOS,EXCETO RALADOS OU EM PO"
0406.40.0100,"QUEIJOS DE PASTA MOFADA (AZUL),TIPO GORGONZOLA"
0406.40.9900,"QUEIJOS DE PASTA MOFADA (AZUL),EXC.TIPO GORGONZOLA"
0406.90.0100,QUEIJOS TIPO BELPAESE
0406.90.0200,QUEIJOS TIPO COBOCO
0406.90.0300,QUEIJOS TIPO DAMBO
0406.90.0400,QUEIJOS TIPO EDAN (RENO OU PALMIRA)
0406.90.0500,QUEIJOS TIPO ESTEPE
0406.90.0600,QUEIJOS TIPO FANTINA
0406.90.0700,QUEIJOS TIPO GOUDA
0406.90.0800,QUEIJOS TIPO GRUIERE
0406.90.0900,QUEIJOS TIPO MONTANHES
0406.90.1100,QUEIJOS TIPO PARMESAO
0406.90.1200,QUEIJOS TIPO PRATO
0406.90.1300,QUEIJOS TIPO PROVOLONE
0406.90.1400,QUEIJOS TIPO SICILIANO
0406.90.9900,OUTS.QUEIJOS
0407.00.0101,"OVOS DE GALINHA,FRESCOS,PARA INCUBACAO"
0407.00.0199,"QQ.OUT.OVO DE GALINHA,FRESCO,EX.P/INCUBACAO"
0407.00.0201,"OVOS DE OUTS.AVES,FRESCOS,PARA INCUBACAO"
0407.00.0299,"QQ.OUT.OVO DE OUTS.AVES,FRESCO,EX.P/INCUBACAO"
0407.00.9900,"OVOS DE AVES,C/CASCA,CONSERVADOS/COZIDOS"
0408.11.0000,"GEMAS DE OVOS,SECAS"
0408.19.0100,"GEMAS DE OVOS,FRESCAS"
0408.19.9900,"GEMAS DE OVOS,COZIDAS EM AGUA/VAPOR,CONGELADAS,MOLDADAS"
0408.91.0000,"OVOS DE AVES,S/CASCA,SECOS"
0408.99.0101,"OVOS DE AVES,S/CASCA,FRESCOS,P/CONSUMO"
0408.99.0199,"QQ.OUT.OVO DE AVES,FRESCO,S/CASCA,EXC.P/CONSUMO"
0408.99.9900,"OVOS DE AVES,S/CASCA,COZIDOS EM AGUA/VAPOR,CONSERVADOS/"
0409.00.0000,MEL NATURAL
0410.00.0000,OUTS.PRODS.COMESTIVEIS DE ORIGEM ANIMAL
0501.00.0000,"CABELOS EM BRUTO,E DESPERDICIOS DE CABELO"
0502.10.0101,"CERDAS DE PORCO,EM BRUTO"
0502.10.0102,"CERDAS DE PORCO,LAVADAS,ALVEJADAS OU DESENGORDURADAS"
0502.10.0199,QQ.OUT.CERDA DE PORCO E SEUS DESPERDICIOS
0502.10.9900,CERDAS DE JAVALI E SEUS DESPERDICIOS
0502.90.0101,PELOS P/ESCOVAS/PINCEIS/ETC.LAVADOS/ALVEJADOS/DESENGORD
0502.90.0199,QQ.OUT.PELO P/ESCOVAS/PINCEIS/ARTEFS.SEMELHS.
0502.90.9900,DESPERDS.DE PELOS P/ESCOVAS/PINCEIS/ETC.
0503.00.0101,CRINAS EM BRUTO
0503.00.0102,CRINAS SIMPLESMENTE LAVADAS/DESENGORDURADAS
0503.00.0103,"CRINAS BRANQUEADAS,TINTAS,FRISADAS OU NAO"
0503.00.0199,"QQ.OUT.CRINA,MESMO EM MANTA,COM/SEM SUPORTE"
0503.00.0200,DESPERDS.DE CRINAS
0504.00.0101,"TRIPAS DE BOVINO,FRESCAS"
0504.00.0102,"TRIPAS DE BOVINO,SALGADAS"
0504.00.0103,"TRIPAS DE BOVINO,SECAS"
0504.00.0200,TRIPAS DE OVINO
0504.00.0300,TRIPAS DE SUINO
0504.00.0400,"BUCHOS DE ANIMAIS,EXCETO DE PEIXES"
0504.00.9900,"OUTS.TRIPAS,ESTOMAGOS,BEXIGAS DE ANIMAIS,EXC.DE PEIXES"
0505.10.0000,"PENAS P/ENCHIMENTO/ESTOFAMENTO,PENUGEM"
0505.90.0100,PENAS E PARTES DE PENAS (MESMO APARADAS)
0505.90.9900,"OUTS.PELES/PARTES DE AVES,POS/DESPERDICIOS DE PENAS"
0506.10.0000,OSSEINA E OSSOS ACIDULADOS
0506.90.0100,"OSSOS E NUCLEOS CORNEOS,EM BRUTO"
0506.90.0200,"OSSOS E NUCLEOS CORNEOS,DESENGORDURADOS/PREPARADOS/ETC"
0506.90.0300,OSSOS PARTIDOS OU TRITURADOS
0506.90.0400,"POS E DESPERDICIOS DE OSSOS,NUCLEOS CORNEOS"
0506.90.9900,OUTS.OSSOS E NUCLEOS CORNEOS
0507.10.0000,MARFIM E SEUS POS E DESPERDICIOS
0507.90.0101,CHIFRES/GALHADAS/CASCOS/UNHAS/ETC.EM BRUTO
0507.90.0102,CHIFRES/GALHADAS/CASCOS/UNHAS/ETC.PREPARADOS
0507.90.0103,CHIFRES/GALHADAS/CASCOS/UNHAS/ETC.EM PO E DESPERDICIOS
0507.90.0201,"REBARBAS/POS/DESPERDICIOS,DE BALEIA/MAMIFEROS MARINHOS"
0507.90.0299,"QQ.OUT.BARBA DE MAMIFEROS MARINHOS,EM BRUTO/PREPARADA"
0507.90.9900,"CARAPACAS DE TARTARUGA,EM BRUTO/PREPARADAS/POS/DESPERD"
0508.00.0000,"CORAL/CONCHAS/ETC.DE MOLUSCO/CRUSTACEO,EM BRUTO/PREPAR."
0509.00.0000,ESPONJAS NATURAIS DE ORIGEM ANIMAL
0510.00.0101,"BILIS DE BOI,P/PREPAR.DE PRODS.FARMACEUTICOS"
0510.00.0199,"QQ.OUT.BILIS,DE ANIMAIS,P/PREPAR.DE PRODS.FARMACEUTICOS"
0510.00.0200,"CALCULOS BILIARES,P/PREPAR.DE PRODS.FARMACEUTICOS"
0510.00.0301,"PANCREAS DE BOVINO,P/PREPAR.DE PRODS.FARMACEUTICOS"
0510.00.0399,"QQ.OUT.PANCREA,DE ANIMAIS,P/PREPAR.PRODS.FARMACEUTICOS"
0510.00.0400,"CEREBRO DE ANIMAIS,P/PREPAR.DE PRODS.FARMACEUTICOS"
0510.00.0500,"PULMOES DE ANIMAIS,P/PREPAR.DE PRODS.FARMACEUTICOS"
0510.00.9900,"OUTS.SUBST.DE ORIG.ANIMAL,P/PREPAR.PRODS.FARMACEUTICOS"
0511.10.0000,SEMEN DE BOVINO
0511.91.0101,BEXIGAS NATATORIAS
0511.91.0102,"OVAS DE PEIXES,FECUNDADAS PARA REPRODUCAO"
0511.91.0199,"QQ.OUT.PROD.DE PEIXE,IMPROPRIO P/ALIMENTACAO HUMANA"
0511.91.0200,PRODS.DE CRUSTACEO/ETC.IMPROPRIO P/ALIMENTACAO HUMANA
0511.91.0300,"PEIXES/CRUSTACEOS/MOLUSCOS/INVERTEBR.AQUATICOS,MORTOS"
0511.99.0100,SANGUE
0511.99.0200,COCHONILHA E INSETOS SEMELHANTES
0511.99.0300,"SEMEN DE ANIMAIS REPRODUTORES,EXC.DE BOVINO"
0511.99.0400,OVOS DE BICHO-DA-SEDA
0511.99.0500,ASAS DE BORBOLETAS
0511.99.0600,TENDOES E NERVOS
0511.99.0700,APARAS/DESPERDS.DE PELES NAO CURTIDAS
0511.99.0800,CAVALOS/BOVINOS/SUINOS/CAPRINOS/OVINOS/AVES/ETC.MORTOS
0511.99.0900,"EMBRIOES DE ANIMAIS,PARA TRANSPLANTE"
0511.99.9900,"OUTS.PROD.DE ORIGEM ANIMAL,IMPROPR.P/ALIMENTACAO HUMANA"
0601.10.0100,BULBOS DE BEGONIA/GLADIOLO/ETC.EM REPOUSO VEGETATIVO
0601.10.9900,OUTS.BULBOS/TUBERCULOS/RAIZES/ETC.EM REPOUSO VEGETATIVO
0601.20.0000,BULBOS/TUBERCULOS/RAIZES/ETC.EM VEGETACAO/EM FLOR
0602.10.0100,"ESTACAS NAO ENRAIZADAS/ENXERTOS,DE DRACENA"
0602.10.9900,"ESTACAS NAO ENRAIZADAS/ENXERTOS,EXC.DRACENA"
0602.20.0000,"ARVORES/ARBUSTOS,DE FRUTOS COMESTIVEIS,ENXERTADOS/NAO"
0602.30.0000,"RODODENDROS E AZALEIAS,ENXERTADOS OU NAO"
0602.40.0100,"MUDAS DE ROSEIRAS,ENXERTADAS OU NAO"
0602.40.9900,"ROSEIRAS,ENXERTADAS OU NAO,EXC.AS MUDAS"
0602.91.0000,MICELIOS DE COGUMELOS
0602.99.0101,MUDAS DE CANA-DE-ACUCAR
0602.99.0102,MUDAS DE ORQUIDEA
0602.99.0103,"MUDAS DE PLANTAS ORNAMENTAIS,EXC.ORQUIDEAS"
0602.99.0104,MUDAS DE VIDEIRA
0602.99.0105,MUDAS DE CAFE
0602.99.0199,QQ.OUT.MUDA DE PLANTAS
0602.99.9900,OUTS.PLANTAS VIVAS (INCL.AS SUAS RAIZES)
0603.10.0100,"ROSAS/BOTOES,FRESCOS,CORTADOS P/BUQUES/ORNAMENTACAO"
0603.10.0200,"GLADIOLOS/BOTOES,FRESCOS,CORTADOS P/BUQUES/ORNAMENTACAO"
0603.10.9900,"OUTS.FLORES/BOTOES,FRESCOS,CORTADOS P/BUQUES/ORNAMENT."
0603.90.0100,"FLORES/BOTOES,SECOS,CORTADOS P/ORNAMENTACAO"
0603.90.9900,"FLORES/BOTOES,BRANQUEADAS/TINGIDAS/IMPREGNADAS/ETC."
0604.10.0000,MUSGOS E LINQUENS P/BUQUES OU ORNAMENTACAO
0604.91.0000,"FOLHAS/FOLHAGEM/RAMOS,FRESCOS,P/BUQUES/ORNAMENTACAO"
0604.99.0000,"FOLHAS/FOLHAGEM/RAMOS,SECOS/ETC.P/BUQUES/ORNAMENTACAO"
0701.10.0000,BATATAS PARA SEMEADURA (BATATA SEMENTE)
0701.90.0000,"BATATAS FRESCAS/REFRIGERADAS,EXC.P/SEMEADURA"
0702.00.0000,TOMATES FRESCOS OU REFRIGERADOS
0703.10.0000,"CEBOLA/CHALOTA,FRESCA/REFRIGERADA"
0703.20.0000,ALHOS FRESCOS OU REFRIGERADOS
0703.90.0100,CEBOLINHAS FRESCAS OU REFRIGERADAS
0703.90.9900,"OUTS.PRODS.HORTICOLAS ALIACEOS,FRESCOS/REFRIGERADOS"
0704.10.0000,"COUVE-FLOR E BROCOLOS,FRESCOS/REFRIGERADOS"
0704.20.0000,"COUVE-DE-BRUXELAS,FRESCA OU REFRIGERADA"
0704.90.0000,"OUTS.PRODS.COMESTIV.DO GENERO ""BRASSICA"",FRESCOS/REFRIG"
0705.11.0000,"ALFACES REPOLHUDAS,FRESCAS OU REFRIGERADAS"
0705.19.0000,"ALFACES FRESCAS/REFRIGERADAS,EXC.REPOLHUDAS"
0705.21.0000,"CHICORIA FRESCA/REFRIGERADA,""WITLOOF"""
0705.29.0000,"CHICORIA FRESCA/REFRIGERADA,EXC.""WITLOOF"""
0706.10.0000,"CENOURAS E NABOS,FRESCOS/REFRIGERADOS"
0706.90.0000,"BETERRABAS/RABANETES/RAIZES COMESTIVEIS,FRESCOS/REFRIG."
0707.00.0000,"PEPINOS/PEPININHOS ""CORNICHONS"",FRESCOS/REFRIGERADOS"
0708.10.0000,"ERVILHAS (PISUM SATIVUM),FRESCAS OU REFRIGERADAS"
0708.20.0000,FEIJAO (VIGNA/PHASEOLUS SPP) FRESCO/REFRIGERADO
0708.90.0000,"OUTS.LEGUMES DE VAGEM,C/S VAGEM,FRESCOS/REFRIGERADOS"
0709.10.0000,ALCACHOFRAS FRESCAS OU REFRIGERADAS
0709.20.0000,ASPARGOS FRESCOS OU REFRIGERADOS
0709.30.0000,BERINJELAS FRESCAS OU REFRIGERADAS
0709.40.0000,"AIPO FRESCO OU REFRIGERADO,EXC.AIPO-RABANO"
0709.51.0000,COGUMELO FRESCO OU REFRIGERADO
0709.52.0000,TRUFAS FRESCAS OU REFRIGERADAS
0709.60.0000,"PIMENTAO/PIMENTA,GENERO CAPSICUM/PIMENTA,FRESCOS/REFRIG"
0709.70.0000,ESPINAFRES FRESCOS OU REFRIGERADOS
0709.90.0000,OUTS.PRODS.HORTICOLAS FRESCOS/REFRIGERADOS
0710.10.0000,"BATATAS CONGELADAS,N/COZIDAS OU COZIDAS AGUA/VAPOR"
0710.21.0000,"ERVILHAS (PISUM SATIVUM),CONGELADAS"
0710.22.0000,"FEIJAO (VIGNA/PHASEOLUS SPP),CONGELADO"
0710.29.0000,"OUTS.LEGUMES DE VAGEM,C/S VAGEM,CONGELADOS"
0710.30.0000,ESPINAFRES CONGELADOS
0710.40.0000,"MILHO DOCE,CONGELADO"
0710.80.0000,"OUTS.PRODS.HORTICOLAS CONGELADOS,COZIDOS OU NAO"
0710.90.0000,"MISTURA DE PRODS.HORTICOLAS,CONGELADOS"
0711.10.0100,CEBOLA CONSERVADA C/AGUA SALGADA/SULFURADA/OUTS.SUBST.
0711.10.0200,CEBOLA CONSERVADA DE OUTRO MODO
0711.20.0100,AZEITONA CONSERVADA C/AGUA SALGADA
0711.20.0200,AZEITONA CONSERVADA C/AGUA SULFURADA/OUTS.SUBSTANCIAS
0711.20.0300,AZEITONA CONSERVADA DE OUTRO MODO
0711.30.0100,ALCAPARRAS CONSERVADAS C/AGUA SALGADA/SULFURADA/ETC.
0711.30.0200,ALCAPARRAS CONSERVADAS C/GAS SULFUROSO
0711.40.0100,PEPINOS/PEPININHOS CONSERVADOS C/AGUA SALGADA/SULFURADA
0711.40.0200,PEPINOS/PEPININHOS CONSERVADOS DE OUTRO MODO
0711.90.0100,OUTS.PRODS.HORTICOLAS CONSERVADOS C/AGUA SALGADA/ETC.
0711.90.9900,OUTS.PROD.HORTICOLAS CONSERVADOS DE OUTRO MODO
0712.10.0000,"BATATAS SECAS,MESMO EM PEDADOS/FATIAS,S/QQ.PREPARO"
0712.20.0000,"CEBOLA SECA,MESMO EM PEDACOS/FATIAS,S/QQ.PREPARO"
0712.30.0100,"COGUMELO SECO,MESMO EM PEDACOS/FATIAS,S/QQ.PREPARO"
0712.30.0200,"TRUFAS SECAS,MESMO EM PEDACOS/FATIAS,S/QQ.PREPARO"
0712.90.0100,"CEBOLINHAS SECAS,MESMO EM PEDACOS/FATIAS,S/QQ.PREPARO"
0712.90.0200,"CENOURAS SECAS,MESMO EM PEDACOS/FATIAS,S/QQ.PREPARO"
0712.90.0300,"ALHO EM PO,SEM QUALQUER PREPARO"
0712.90.0400,"MILHO DOCE,MESMO EM PEDACOS/FATIAS,S/QQ.PREPARO"
0712.90.9900,"OUTS.PRODS.HORTICOLAS/MISTURAS,SECOS,S/QQ.PREPARO"
0713.10.0100,"ERVILHAS (PISUM SATIVUM),PARA SEMEADURA"
0713.10.9900,"ERVILHAS (PISUM SATIVUM),SECAS EM GRAOS,EXC.SEMEADURA"
0713.20.0000,"GRAO-DE-BICO,SECO,EM GRAOS"
0713.31.0000,"FEIJAO (VIGNA MUNGO HEPPER/RADIATA),SECO,EM GRAOS"
0713.32.0000,"FEIJAO ADZUKI (PHASEOLUS/VIGNA ANGULARIS),SECO,EM GRAOS"
0713.33.0100,"FEIJAO PRETO COMUM (PHASEOLUS VULGARIS),SECO,EM GRAOS"
0713.33.0200,"FEIJAO BRANCO COMUM (PHASEOLUS VULGARIS),SECO,EM GRAOS"
0713.33.9900,"OUTS.FEIJOES COMUNS,(PHASEOLUS VULGARIS),SECOS,EM GRAOS"
0713.39.0000,"OUTS.FEIJOES (VIGNA/PHASEOLUS SPP),SECOS,EM GRAOS"
0713.40.0000,"LENTILHAS SECAS,EM GRAOS"
0713.50.0000,"FAVAS E FAVA FORRAGEIRA,SECAS,EM GRAOS"
0713.90.0000,"OUTS.LEGUMES DE VAGEM,SECOS,EM GRAOS"
0714.10.0000,"RAIZES DE MANDIOCA,FRESCAS OU SECAS"
0714.20.0000,"BATATAS-DOCES,FRESCAS OU SECAS"
0714.90.0100,INHAMES FRESCOS OU SECOS
0714.90.9900,"OUTS.RAIZES/TUBERCULOS SEMELHANTES,FRESCOS/SECOS"
0801.10.0100,"COCOS FRESCOS/SECOS,C/CASCA"
0801.10.0200,"COCOS FRESCOS/SECOS,S/CASCA,MESMO RALADOS"
0801.20.0100,"CASTANHA-DO-PARA (CASTANHA-DO-BRASIL),NATURAL,C/CASCA"
0801.20.0200,"CASTANHA-DO-PARA (CASTANHA-DO-BRASIL),DESIDRAT.C/CASCA"
0801.20.0300,"CASTANHA-DO-PARA (CASTANHA-DO-BRASIL),SECA,S/CASCA"
0801.20.9900,"CASTANHA-DO-PARA (CASTANHA-DO-BRASIL),EM OUTRAS FORMAS"
0801.30.0100,"CASTANHA DE CAJU,FRESCA OU SECA,COM CASCA"
0801.30.0200,"CASTANHA DE CAJU,FRESCA OU SECA,SEM CASCA"
0802.11.0000,"AMENDOAS FRESCAS OU SECAS,COM CASCA"
0802.12.0000,"AMENDOAS FRESCAS OU SECAS,SEM CASCA"
0802.21.0000,"AVELAS (CORYLUS SPP),FRESCAS/SECAS,C/CASCA"
0802.22.0000,"AVELAS (CORYLUS SPP),FRESCAS/SECAS,S/CASCA"
0802.31.0000,"NOZES COM CASCA,FRESCAS OU SECAS"
0802.32.0000,"NOZES SEM CASCA,FRESCAS OU SECAS"
0802.40.0100,"CASTANHA (CASTANEA SPP),FRESCA/SECA,C/CASCA"
0802.40.0200,"CASTANHA (CASTANEA SPP),FRESCA/SECA,S/CASCA"
0802.50.0000,PISTACIO FRESCO OU SECO
0802.90.0000,"OUTS.FRUTAS DE CASCA RIJA,FRESCAS OU SECAS"
0803.00.0100,BANANAS FRESCAS
0803.00.0200,BANANAS SECAS
0804.10.0100,TAMARAS FRESCAS
0804.10.0200,TAMARAS SECAS
0804.20.0100,FIGOS FRESCOS
0804.20.0200,FIGOS SECOS
0804.30.0000,ABACAXIS (ANANASES) FRESCOS OU SECOS
0804.40.0000,ABACATES FRESCOS OU SECOS
0804.50.0100,GOIABAS FRESCAS OU SECAS
0804.50.0200,MANGAS FRESCAS OU SECAS
0804.50.0300,MANGOSTOES FRESCOS OU SECOS
0805.10.0000,LARANJAS FRESCAS OU SECAS
0805.20.0000,"TANGERINAS/CITRICOS HIBRIDOS SEMELHANTES,FRESCOS/SECOS"
0805.30.0100,"LIMOES (CITRUS LIMON/CITRUS LIMONUM),FRESCOS/SECOS"
0805.30.0200,"LIMAS (CITRUS AURANTIFOLIA),FRESCOS/SECOS"
0805.40.0000,"POMELOS (""GRAPEFRUIT""),FRESCAS OU SECAS"
0805.90.0100,CIDRAS FRESCAS OU SECAS
0805.90.9900,"OUTS.CITRICOS,FRESCOS OU SECOS"
0806.10.0000,UVAS FRESCAS
0806.20.0000,UVAS SECAS (PASSAS)
0807.10.0100,MELOES FRESCOS
0807.10.0200,MELANCIAS FRESCAS
0807.20.0000,PAPAIAS (MAMOES) FRESCOS
0808.10.0000,MACAS FRESCAS
0808.20.0100,PERAS FRESCAS
0808.20.0200,MARMELOS FRESCOS
0809.10.0000,DAMASCOS FRESCOS
0809.20.0000,CEREJAS FRESCAS
0809.30.0100,PESSEGOS FRESCOS
0809.30.0200,"""BRUGNONS"" E NECTARINAS FRESCAS"
0809.40.0000,"AMEIXAS E ABRUNHOS,FRESCOS"
0810.10.0000,MORANGOS FRESCOS
0810.20.0000,"FRAMBOESAS/AMORAS/AMORAS-FRAMBOESAS,FRESCAS"
0810.30.0000,"GROSELHAS FRESCAS (INCLUIDO O ""CASSIS"")"
0810.40.0000,"AIRELAS/MIRTILOS/OUTS.FRUTAS GENERO VACCINIUM,FRESCAS"
0810.90.0100,CAQUIS FRESCOS
0810.90.9900,OUTS.FRUTAS FRESCAS
0811.10.0100,"MORANGOS CONGELADOS,ACUCARADOS,COZIDOS OU NAO"
0811.10.9900,"MORANGOS CONGELADOS,NAO ACUCARADOS,COZIDOS OU NAO"
0811.20.0100,"FRAMBOESAS/AMORAS/GROSELHAS,CONGELADAS,ACUCARADAS"
0811.20.9900,"FRAMBOESAS/AMORAS/GROSELHAS,CONGELADAS,N/ACUCARADAS"
0811.90.0100,"OUTS.FRUTAS CONGELADAS,ACUCARADAS,COZIDAS OU NAO"
0811.90.9901,"MACAS CONGELADAS,NAO ACUCARADAS,COZIDAS OU NAO"
0811.90.9902,"PERAS CONGELADAS,NAO ACUCARADAS,COZIDAS OU NAO"
0811.90.9999,"QQ.OUT.FRUTA CONGELADA,NAO ACUCARADA,COZIDA OU NAO"
0812.10.0101,"CEREJAS EM POLPAS,CONSERVADAS COZIDAS/ESCALDADAS"
0812.10.0199,"QQ.OUT.CEREJA EM POLPAS,CONSERVADA C/AGUA SALGADA/ETC."
0812.10.9900,OUTS.CEREJAS CONSERVADAS C/AGUA SALGADA/SULFURADA/ETC.
0812.20.0101,"MORANGOS EM POLPAS,CONSERVADOS COZIDOS/ESCALDADOS"
0812.20.0199,"QQ.OUT.MORANGO EM POLPAS,CONSERVADO DE OUT.MODO"
0812.20.9900,"OUTS.MORANGOS CONSERVADOS DE OUTRO MODO,EXC.EM POLPAS"
0812.90.0101,"OUTS.FRUTAS EM POLPAS,CONSERVADAS COZIDAS/ESCALDADAS"
0812.90.0199,"QQ.OUT.FRUTA EM POLPAS,CONSERVADA DE OUT.MODO"
0812.90.9900,"OUTS.FRUTAS CONSERVADAS DE OUTRO MODO,EXC.EM POLPAS"
0813.10.0000,DAMASCOS SECOS
0813.20.0100,"AMEIXAS SECAS,COM CAROCO"
0813.20.0200,"AMEIXAS SECAS,SEM CAROCO"
0813.30.0000,MACAS SECAS
0813.40.0100,PERAS SECAS
0813.40.9900,OUTS.FRUTAS SECAS
0813.50.0100,"MISTURA DE NOZES E CASTANHAS,COM CASCAS"
0813.50.0200,MISTURA DE COCO C/CASCA/PASSAS DE UVA/AMEIXAS SECAS
0813.50.0300,MISTURA DE TAMARAS SECAS
0813.50.0400,"MISTURA DE FRUTA DE CASCA RIJA,EXC.NOZ/CASTANHA C/CASCA"
0813.50.0500,"MISTURA DE COCO S/CASCA,CASTANHA-DO-PARA C/CASCA/ETC."
0813.50.0600,MISTURA DE CASTANHAS SEM CASCA
0813.50.0700,MISTURA DE OUTRAS FRUTAS SECAS
0814.00.0000,"CASCAS DE CITRICOS,DE MELOES/DE MELANCIAS"
0901.11.0100,"CAFE N/TORRADO,N/DESCAFEINADO,EM GRAO"
0901.11.9900,"CAFE N/TORRADO,N/DESCAFEINADO,EXC.EM GRAO"
0901.12.0000,"CAFE N/TORRADO,DESCAFEINADO"
0901.21.0100,"CAFE TORRADO,NAO DESCAFEINADO,EM GRAO"
0901.21.0200,"CAFE TORRADO,NAO DESCAFEINADO,MOIDO"
0901.22.0000,"CAFE TORRADO,DESCAFEINADO"
0901.30.0000,CASCAS/PELICULAS DE CAFE
0901.40.0000,SUCEDANEOS DO CAFE
0902.10.0100,"CHA VERDE (NAO FERMENTADO),EM SAQUINHOS-FILTRO"
0902.10.0200,"CHA VERDE (NAO FERMENTADO),EM RECIPIENTES<=1KG"
0902.10.9900,"CHA VERDE (NAO FERMENTADO),1KG<RECIPIENTES<=3KG"
0902.20.0100,"CHA VERDE (NAO FERMENTADO),EM FOLHAS FRESCAS"
0902.20.9900,"CHA VERDE (NAO FERMENTADO),EM OUTS.FORMAS"
0902.30.0100,"CHA PRETO (FERMENTADO),EM SAQUINHOS-FILTRO"
0902.30.0200,"CHA PRETO (FERMENTADO),EM RECIP.<=1KG"
0902.30.9900,"CHA PRETO (FERMENTADO),1KG<RECIP<=3KG"
0902.40.0000,"CHA PRETO (FERMENTADO),EM QQ.OUTRA FORMA"
0903.00.0100,MATE CANCHEADO
0903.00.0200,MATE BENEFICIADO
0903.00.9900,MATE EXC.CANCHEADO E BENEFICIADO
0904.11.0101,"PIMENTA PRETA,""ASTA"",N/TRITURADA NEM EM PO"
0904.11.0102,"PIMENTA PRETA,""BRASIL 1"",N/TRITURADA N/EM PO"
0904.11.0103,"PIMENTA PRETA,""BRASIL 2"",N/TRITURADA N/EM PO"
0904.11.0199,"QQ.OUT.PIMENTA PRETA,NAO TRITURADA,NEM EM PO"
0904.11.0201,"PIMENTA BRANCA,""ASTA"",N/TRITURADA NEM EM PO"
0904.11.0202,"PIMENTA BRANCA,""BRASIL 1"",N/TRITURADA NEM PO"
0904.11.0203,"PIMENTA BRANCA,""BRASIL 2"",N/TRITURADA NEM PO"
0904.11.0299,"QQ.OUT.PIMENTA BRANCA,NAO TRITURADA,NEM EM PO"
0904.11.0300,"PIMENTA VERDE,NAO TRITURADA NEM EM PO"
0904.11.9900,"OUTS.PIMENTAS ""PIPER"",N/TRITURADAS NEM EM PO"
0904.12.0000,"PIMENTA (GENERO ""PIPER""),TRITURADA OU EM PO"
0904.20.0100,PIMENTAO EM PO
0904.20.9900,"OUTS.PIMENTOES/PIMENTAS,SECOS/TRITURADOS"
0905.00.0000,BAUNILHA
0906.10.0000,"CANELA/FLOR DE CANELEIRA,N/TRITURADA/NEM PO"
0906.20.0000,"CANELA/FLOR DE CANELEIRA,TRITURADA OU EM PO"
0907.00.0100,"CRAVO DA INDIA (FRUTOS/FLORES/ETC),EM BRUTO"
0907.00.0200,"CRAVO DA INDIA (FRUTOS/FLORES/ETC),TRITURADO/EM PO"
0908.10.0000,NOZ-MOSCADA
0908.20.0000,MACIS
0908.30.0000,ANOMOS E CARDAMOMOS
0909.10.0100,SEMENTES DE ANIS
0909.10.0200,SEMENTES DE BADIANA
0909.20.0000,SEMENTES DE COENTRO
0909.30.0000,SEMENTES DE COMINHO
0909.40.0000,SEMENTES DE ALCARAVIA
0909.50.0000,SEMENTES DE FUNCHO E BAGAS DE ZIMBRO
0910.10.0000,GENGIBRE
0910.20.0000,ACAFRAO
