cest_code,cest_item,cest_name,cest_segment
21.098.00,98.0,"Aparelhos elétricos para filtrar ou depurar água (purificadores de água refrigerados), exceto os itens classificados no CEST 21.098.01","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.098.01,98.1,Outros aparelhos elétricos para filtrar ou depurar água,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.099.00,99.0,Lavadora de alta pressão e suas partes,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.100.00,100.0,Furadeiras elétricas,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.101.00,101.0,Aparelhos elétricos para aquecimento de ambientes,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.102.00,102.0,Secadores de cabelo,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.103.00,103.0,Outros aparelhos para arranjos do cabelo,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.104.00,104.0,"Aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, exceto os classificados na posição 8527.1, 8527.2 e 8527.9 que sejam de uso automotivo","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.105.00,105.0,Climatizadores de ar,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.106.00,106.0,"Outras partes para máquinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluindo as máquinas e aparelhos em que a umidade não seja regulável separadamente","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.107.00,107.0,Câmeras de televisão e suas partes,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.108.00,108.0,Balanças de uso doméstico,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.109.00,109.0,"Tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão)","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.110.00,110.0,"Aparelhos elétricos para telefonia; outros aparelhos para transmissão ou recepção de voz, imagens ou outros dados, incluídos os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (WAN), incluídas suas partes, exceto os de uso automotivo e os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.111.00,111.0,"Interfones, seus acessórios, tomadas e “plugs”","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.112.00,112.0,Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528; exceto as de uso automotivo,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.113.00,113.0,"Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, quadros indicadores, aparelhos de alarme para proteção contra roubo ou incêndio); exceto os de uso automotivo e os classificados nas posições 8531.10 e 8531.80.00.","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.114.00,114.0,"Aparelhos elétricos de alarme, para proteção contra roubo ou incêndio e aparelhos semelhantes, exceto os de uso automotivo","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.115.00,115.0,"Outros aparelhos de sinalização acústica ou visual, exceto os de uso automotivo","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.116.00,116.0,"Circuitos impressos, exceto os de uso automotivo","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.117.00,117.0,"Diodos emissores de luz (LED), exceto diodos “laser”","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.118.00,118.0,Eletrificadores de cercas eletrônicos,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.119.00,119.0,"Aparelhos e instrumentos para medida ou controle da tensão, intensidade, resistência ou da potência, sem dispositivo registrador; exceto os de uso automotivo","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.120.00,120.0,"Analisadores lógicos de circuitos digitais, de espectro de frequência, frequencímetros, fasímetros, e outros instrumentos e aparelhos de controle de grandezas elétricas e detecção","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.121.00,121.0,"Interruptores horários e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de maquinismo de aparelhos de relojoaria ou de motor síncrono","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.122.00,122.0,"Aparelhos de iluminação (incluídos os projetores) e suas partes, não especificados nem compreendidos em outras posições; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes, contendo uma fonte luminosa fixa permanente, e suas partes não especificadas nem compreendidas em outras posições, com exceção dos itens classificados nos CEST 21.123.00, 21.124.00 e 21.125.00","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.123.00,123,"Lustres e outros aparelhos elétricos de iluminação, próprios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na iluminação pública; e suas partes","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.124.00,124,"Abajures de cabeceiras, de escritório e lampadários de interior, elétricos e suas partes","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.125.00,125,Outros aparelhos elétricos de iluminação e suas partes,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.126.00,126,Microprocessador,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
22.001.00,1.0,Ração tipo “pet” para animais domésticos,Rações para animais domésticos
23.001.00,1.0,Sorvetes de qualquer espécie,Sorvetes e preparados para fabricação de sorvetes em máquinas
23.002.00,2.0,Preparados para fabricação de sorvete em máquina,Sorvetes e preparados para fabricação de sorvetes em máquinas
24.001.00,1.0,"Tintas, vernizes",Tintas e vernizes
24.002.00,2.0,"Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 3206.11.19",Tintas e vernizes
24.003.00,3.0,"Corantes para aplicação em bases, tintas e vernizes",Tintas e vernizes
25.001.00,1.0,"Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor de pistão, de ignição por compressão (diesel ou semidiesel), com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³",Veículos automotores
25.002.00,2.0,"Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor elétrico para propulsão, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³",Veículos automotores
25.003.00,3.0,"Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada não superior a 1000 cm³",Veículos automotores
25.004.00,4.0,"Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular",Veículos automotores
25.005.00,5.0,"Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, exceto carro celular",Veículos automotores
25.006.00,6.0,"Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida",Veículos automotores
25.007.00,7.0,"Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida",Veículos automotores
25.008.00,8.0,"Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida",Veículos automotores
25.009.00,9.0,"Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida",Veículos automotores
25.010.00,10.0,"Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto ambulância, carro celular e carro funerário",Veículos automotores
25.011.00,11.0,"Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, exceto ambulância, carro celular e carro funerário",Veículos automotores
25.012.00,12.0,"Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular e carro funerário",Veículos automotores
25.013.00,13.0,"Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, exceto carro celular e carro funerário",Veículos automotores
25.014.00,14.0,"Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, chassis com motor diesel ou semidiesel e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas",Veículos automotores
25.015.00,15.0,"Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas",Veículos automotores
25.016.00,16.0,"Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos, com motor diesel ou semidiesel, exceto caminhão de peso em carga máxima superior a 3,9 toneladas",Veículos automotores
25.017.00,17.0,"Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas",Veículos automotores
25.018.00,18.0,"Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, chassis e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas",Veículos automotores
25.019.00,19.0,"Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor explosão com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas",Veículos automotores
25.020.00,20.0,"Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos com motor explosão, exceto caminhão de peso em carga máxima superior a 3,9 toneladas",Veículos automotores
25.021.00,21.0,"Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas",Veículos automotores
25.022.00,22.0,"Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão, de ignição por compressão (diesel ou semidiesel) e um motor elétrico, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³",Veículos automotores
25.023.00,23.0,"Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão alternativo, de ignição por centelha (faísca) e um motor elétrico, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³",Veículos automotores
25.024.00,24.0," Outros veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³",Veículos automotores
25.025.00,25.0,"Automóveis equipados para propulsão, simultaneamente, com um motor de pistão alternativo de ignição por centelha (faísca*) e um motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, o carro celular e o carro funerário",Veículos automotores
25.026.00,26.0,"Automóveis equipados para propulsão, simultaneamente, com um motor de pistão por compressão (diesel ou semidiesel) e um motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário",Veículos automotores
25.027.00,27.0,"Automóveis equipados para propulsão, simultaneamente, com um motor de pistão alternativo de ignição por centelha (faísca*) e um motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário",Veículos automotores
25.028.00,28.0,"Automóveis equipados para propulsão, simultaneamente, com um motor de pistão por compressão (diesel ou semidiesel) e um motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário",Veículos automotores
25.029.00,29.0,"Outros veículos, equipados unicamente com motor elétrico para propulsão",Veículos automotores
26.001.00,1.0,"Motocicletas (incluídos os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral; carros laterais",Veículos de duas e três rodas motorizados
28.001.00,1.0,Perfumes (extratos),Venda de mercadorias pelo sistema porta a porta
28.002.00,2.0,Águas-de-colônia,Venda de mercadorias pelo sistema porta a porta
28.003.00,3.0,Produtos de maquiagem para os lábios,Venda de mercadorias pelo sistema porta a porta
28.004.00,4.0,"Sombra, delineador, lápis para sobrancelhas e rímel",Venda de mercadorias pelo sistema porta a porta
28.005.00,5.0,Outros produtos de maquiagem para os olhos,Venda de mercadorias pelo sistema porta a porta
28.006.00,6.0,Preparações para manicuros e pedicuros,Venda de mercadorias pelo sistema porta a porta
28.007.00,7.0,"Pós para maquiagem, incluindo os compactos",Venda de mercadorias pelo sistema porta a porta
28.008.00,8.0,"Cremes de beleza, cremes nutritivos e loções tônicas",Venda de mercadorias pelo sistema porta a porta
28.009.00,9.0,"Outros produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações antissolares e os bronzeadores",Venda de mercadorias pelo sistema porta a porta
28.010.00,10.0,Preparações antissolares e os bronzeadores,Venda de mercadorias pelo sistema porta a porta
28.011.00,11.0,Xampus para o cabelo,Venda de mercadorias pelo sistema porta a porta
28.012.00,12.0,"Preparações para ondulação ou alisamento, permanentes, dos cabelos",Venda de mercadorias pelo sistema porta a porta
28.013.00,13.0,Outras preparações capilares,Venda de mercadorias pelo sistema porta a porta
28.014.00,14.0,Tintura para o cabelo,Venda de mercadorias pelo sistema porta a porta
28.015.00,15.0,"Preparações para barbear (antes, durante ou após)",Venda de mercadorias pelo sistema porta a porta
28.016.00,16.0,"Desodorantes corporais e antiperspirantes, líquidos",Venda de mercadorias pelo sistema porta a porta
28.017.00,17.0,Outros desodorantes corporais e antiperspirantes,Venda de mercadorias pelo sistema porta a porta
28.018.00,18.0,Outros produtos de perfumaria ou de toucador preparados,Venda de mercadorias pelo sistema porta a porta
28.019.00,19.0,Outras preparações cosméticas,Venda de mercadorias pelo sistema porta a porta
28.020.00,20.0,"Sabões de toucador, em barras, pedaços ou figuras moldadas",Venda de mercadorias pelo sistema porta a porta
28.021.00,21.0,"Outros sabões, produtos e preparações orgânicos tensoativos, inclusive papel, pastas (ouates), feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes",Venda de mercadorias pelo sistema porta a porta
28.022.00,22.0,Sabões de toucador sob outras formas,Venda de mercadorias pelo sistema porta a porta
28.023.00,23.0,"Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão",Venda de mercadorias pelo sistema porta a porta
28.024.00,24.0,"Lenços de papel, incluindo os de desmaquiar",Venda de mercadorias pelo sistema porta a porta
28.024.01,24.1,Toalhas de mão,Venda de mercadorias pelo sistema porta a porta
28.025.00,25.0,Apontadores de lápis para maquiagem,Venda de mercadorias pelo sistema porta a porta
28.025.01,25.1,"Espátulas, abre-cartas e raspadeiras",Venda de mercadorias pelo sistema porta a porta
28.025.02,25.2,"Lâminas de espátulas, de abre-cartas, de raspadeiras e de apontadores de lápis",Venda de mercadorias pelo sistema porta a porta
28.026.00,26.0,Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluindo as limas para unhas),Venda de mercadorias pelo sistema porta a porta
28.027.00,27.0,"Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas",Venda de mercadorias pelo sistema porta a porta
28.027.01,27.1,"Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura; rodos de borracha ou de matérias flexíveis semelhantes, outros",Venda de mercadorias pelo sistema porta a porta
28.028.00,28.0,Pincéis para aplicação de produtos cosméticos,Venda de mercadorias pelo sistema porta a porta
28.028.01,28.1,"Pincéis e escovas, para artistas e pincéis de escrever",Venda de mercadorias pelo sistema porta a porta
28.029.00,29.0,"Vaporizadores de toucador, suas armações e cabeças de armações",Venda de mercadorias pelo sistema porta a porta
28.030.00,30.0,Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador,Venda de mercadorias pelo sistema porta a porta
28.031.00,31.0,Malas e maletas de toucador,Venda de mercadorias pelo sistema porta a porta
28.032.00,32.0,"Pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (“pinceguiches”), onduladores, bobs (rolos) e artefatos semelhantes para penteados, e suas partes",Venda de mercadorias pelo sistema porta a porta
28.033.00,33.0,Mamadeiras,Venda de mercadorias pelo sistema porta a porta
28.034.00,34.0,Chupetas e bicos para mamadeiras e para chupetas,Venda de mercadorias pelo sistema porta a porta
28.035.00,35.0,"Outras plantas e partes, para perfumaria, medicina e semelhantes",Venda de mercadorias pelo sistema porta a porta
28.036.00,36.0,"Vestuário e seus acessórios, de plásticos, inclusive luvas",Venda de mercadorias pelo sistema porta a porta
28.037.00,37.0,"Estatuetas e outros objetos de ornamentação, de plásticos",Venda de mercadorias pelo sistema porta a porta
28.038.00,38.0,Outras obras de plásticos,Venda de mercadorias pelo sistema porta a porta
28.039.00,39.0,Bolsas de folhas de plástico,Venda de mercadorias pelo sistema porta a porta
28.040.00,40.0,Bolsas de matérias têxteis,Venda de mercadorias pelo sistema porta a porta
28.041.00,41.0,Bolsas de outras matérias,Venda de mercadorias pelo sistema porta a porta
28.042.00,42.0,"Artigos de bolsos/bolsas, de outras matérias",Venda de mercadorias pelo sistema porta a porta
28.043.00,43.0,"Outros artefatos, de folhas de plásticos ou matérias têxteis",Venda de mercadorias pelo sistema porta a porta
28.044.00,44.0,"Outros artefatos, de outras matérias",Venda de mercadorias pelo sistema porta a porta
28.045.00,45.0,"Caixas e cartonagens, dobráveis, de papel/cartão, não ondulados",Venda de mercadorias pelo sistema porta a porta
28.046.00,46.0,"Outros sacos, bolsas e cartuchos, de papel ou cartão",Venda de mercadorias pelo sistema porta a porta
28.047.00,47.0,"Etiquetas de papel ou cartão, impressas",Venda de mercadorias pelo sistema porta a porta
28.048.00,48.0,"Outros impressos publicitários, catálogos comerciais e semelhantes",Venda de mercadorias pelo sistema porta a porta
28.049.00,49.0,Outras meias de malha de outras matérias têxteis,Venda de mercadorias pelo sistema porta a porta
28.050.00,50.0,"Outros acessórios confeccionados, de vestuário",Venda de mercadorias pelo sistema porta a porta
28.051.00,51.0,"Roupas de toucador/cozinha, de tecidos atoalhados de algodão",Venda de mercadorias pelo sistema porta a porta
28.052.00,52.0,Outros artefatos têxteis confeccionados,Venda de mercadorias pelo sistema porta a porta
28.053.00,53.0,"Chapéus e outros artefatos de outras matérias, exceto de malha",Venda de mercadorias pelo sistema porta a porta
28.054.00,54.0,"Artigos para outras festas, carnaval ou outros divertimentos",Venda de mercadorias pelo sistema porta a porta
28.055.00,55.0,Produtos destinados à higiene bucal,Venda de mercadorias pelo sistema porta a porta
28.056.00,56.0,Outros produtos cosméticos e de higiene pessoal não relacionados em outros itens deste anexo,Venda de mercadorias pelo sistema porta a porta
28.057.00,57.0,Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo,Venda de mercadorias pelo sistema porta a porta
28.058.00,58.0,"Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)",Venda de mercadorias pelo sistema porta a porta
28.059.00,59.0,"Vestuário e seus acessórios; calçados, polainas e artefatos semelhantes, e suas partes",Venda de mercadorias pelo sistema porta a porta
28.060.00,60.0,"Outros artigos de vestuário em geral, exceto os relacionados no item anterior",Venda de mercadorias pelo sistema porta a porta
28.061.00,61.0,Artigos de casa,Venda de mercadorias pelo sistema porta a porta
28.062.00,62.0,Produtos das indústrias alimentares e bebidas,Venda de mercadorias pelo sistema porta a porta
28.063.00,63.0,Produtos de limpeza e conservação doméstica,Venda de mercadorias pelo sistema porta a porta
28.064.00,64.0,Artigos infantis,Venda de mercadorias pelo sistema porta a porta
28.999.00,999.0,Outros produtos comercializados pelo sistema de marketing direto porta-a-porta a consumidor final não relacionados em outros itens deste anexo,Venda de mercadorias pelo sistema porta a porta
